Species,Mass_ln_g,First_appearance_mya,Last_appearance_mya,Family,Order_or_higher,Limb_morphology
Proneofiber guildayi,6.844,1.4,1.4,Cricetidae,Rodentia,Plantigrade
Prosigmodon chihuahuensis,4.302,6.7,4.7,Cricetidae,Rodentia,Plantigrade
Prosigmodon holocuspis,4.735,6.2,4.7,Cricetidae,Rodentia,Plantigrade
Prosigmodon oroscoi,3.351,6.7,4.7,Cricetidae,Rodentia,Plantigrade
Prosomys mimus,3.475,7.2,7.1,Cricetidae,Rodentia,Plantigrade
Pseudomyscus bathygnathus,3.278,11.8,11.8,Cricetidae,Rodentia,Plantigrade
Reithrodontomys fulvescens,2.047,0.2,-1,Cricetidae,Rodentia,Plantigrade
Reithrodontomys galushai,2.386,2.4,2.4,Cricetidae,Rodentia,Plantigrade
Reithrodontomys humulis,2.155,0.5,-1,Cricetidae,Rodentia,Plantigrade
Reithrodontomys montanus,2.58,0.1,-1,Cricetidae,Rodentia,Plantigrade
Reithrodontomys moorei,2.372,1.6,0.8,Cricetidae,Rodentia,Plantigrade
Reithrodontomys rexroadensis,2.298,4,2.8,Cricetidae,Rodentia,Plantigrade
Reithrodontomys wetmorei,2.127,4.7,3.7,Cricetidae,Rodentia,Plantigrade
Repomys arizonensis,3.988,2.8,2.8,Cricetidae,Rodentia,Plantigrade
Repomys gustelyi,4.4,6.8,5,Cricetidae,Rodentia,Plantigrade
Repomys maxumi,4.809,5.4,4.9,Cricetidae,Rodentia,Plantigrade
Repomys panacaensis,3.654,4.5,3.8,Cricetidae,Rodentia,Plantigrade
Scottimus ambiguus,3.817,33.9,33.4,Cricetidae,Rodentia,Plantigrade
Scottimus exiguus,4.234,33.3,33.2,Cricetidae,Rodentia,Plantigrade
Scottimus longiquus,4.715,33.9,32.9,Cricetidae,Rodentia,Plantigrade
Scottimus viduus,3.952,37,33.8,Cricetidae,Rodentia,Plantigrade
Sigmodon bakeri,4.312,0.7,0.1,Cricetidae,Rodentia,Plantigrade
Sigmodon curtisi,4.548,2.7,1.3,Cricetidae,Rodentia,Plantigrade
Sigmodon hispidus,4.692,0.4,-1,Cricetidae,Rodentia,Plantigrade
Sigmodon hudspethensis,4.217,2.4,2.4,Cricetidae,Rodentia,Plantigrade
Sigmodon libitinus,4.329,1.4,1.1,Cricetidae,Rodentia,Plantigrade
Sigmodon lindsayi,4.795,1.9,1.8,Cricetidae,Rodentia,Plantigrade
Sigmodon medius,4.051,6.2,1.7,Cricetidae,Rodentia,Plantigrade
Sigmodon minor,3.866,4.2,1.7,Cricetidae,Rodentia,Plantigrade
Symmetrodontomys simplicidens,3.321,4.2,3.7,Cricetidae,Rodentia,Plantigrade
Synaptomys cooperi,4.586,1.1,-1,Cricetidae,Rodentia,Plantigrade
Terricola meadensis,4.251,1.7,0.2,Cricetidae,Rodentia,Plantigrade
Tregomys pisinnus,2.724,11.8,11.1,Cricetidae,Rodentia,Plantigrade
Tregomys shotwelli,2.298,11.5,11.1,Cricetidae,Rodentia,Plantigrade
Wilsoneumys planidens,4.311,33.9,33.2,Cricetidae,Rodentia,Plantigrade
Yatkolamys edwardsi,3.945,20.3,18.7,Cricetidae,Rodentia,Plantigrade
Anomeomys lewisi,5.336,42.3,42,Cylindrodontidae ,Rodentia,Plantigrade
Ardynomys occidentalis,5.298,38.1,35.7,Cylindrodontidae ,Rodentia,Plantigrade
Cylindrodon collinus,4.756,37.1,36.8,Cylindrodontidae,Rodentia,Plantigrade
Cylindrodon fontis,4.476,36.3,36.3,Cylindrodontidae,Rodentia,Plantigrade
Cylindrodon nebraskensis,5.106,37.2,36,Cylindrodontidae,Rodentia,Plantigrade
Dawsonomys woodi,4.522,52,51.9,Cylindrodontidae,Rodentia,Plantigrade
Jaywilsonomys ojinagaensis,6.247,38.7,36.5,Cylindrodontidae,Rodentia,Plantigrade
Mysops parvus,3.923,48.2,46.3,Cylindrodontidae,Rodentia,Plantigrade
Pareumys boskeyi,4.275,46.8,46,Cylindrodontidae,Rodentia,Plantigrade
Pareumys grangeri,4.047,48.2,43.6,Cylindrodontidae,Rodentia,Plantigrade
Pareumys guensburgi,4.955,39.2,39.1,Cylindrodontidae,Rodentia,Plantigrade
Pareumys milleri,4.346,42.6,40.2,Cylindrodontidae,Rodentia,Plantigrade
Pareumys troxelli,4.435,44,44,Cylindrodontidae,Rodentia,Plantigrade
Pseudocylindrodon lateriviae,4.639,42.9,42.8,Cylindrodontidae,Rodentia,Plantigrade
Pseudocylindrodon medius,3.788,37,36.5,Cylindrodontidae,Rodentia,Plantigrade
Pseudocylindrodon neglectus,4.483,38.8,34.9,Cylindrodontidae,Rodentia,Plantigrade
Pseudocylindrodon pintoensis,5.272,38.7,35.7,Cylindrodontidae,Rodentia,Plantigrade
Pseudocylindrodon texanus,5.198,36.4,35.7,Cylindrodontidae,Rodentia,Plantigrade
Sespemys thurstoni,5.672,30.1,30,Cylindrodontidae,Rodentia,Plantigrade
Adjidaumo burkei,1.592,37.9,37.3,Eomyidae,Rodentia,Plantigrade
Adjidaumo craigi,2.1,42.9,42.8,Eomyidae,Rodentia,Plantigrade
Adjidaumo intermedius,2.357,34.1,34,Eomyidae,Rodentia,Plantigrade
Adjidaumo maximus,2.96,35,33.7,Eomyidae,Rodentia,Plantigrade
Adjidaumo minimus,1.895,38,33.8,Eomyidae,Rodentia,Plantigrade
Adjidaumo minutus,2.851,38.8,32.9,Eomyidae,Rodentia,Plantigrade
Aulolithomys bounites,4.249,38.8,35.9,Eomyidae,Rodentia,Plantigrade
Aulolithomys vexilliames,2.96,35.7,35.6,Eomyidae,Rodentia,Plantigrade
Centimanomys major,5.473,37.2,36,Eomyidae,Rodentia,Plantigrade
Cupressimus barbarae,2.802,36.9,36.8,Eomyidae,Rodentia,Plantigrade
Kansasimys dubius,4.909,8.8,6.6,Eomyidae,Rodentia,Plantigrade
Kansasimys wilsoni,5.431,5.5,5.4,Eomyidae,Rodentia,Plantigrade
Knightomys cremneus,3.297,54.3,54.2,Eomyidae,Rodentia,Plantigrade
Knightomys cuspidatus,3.877,50.5,50.4,Eomyidae,Rodentia,Plantigrade
Knightomys depressus,4.173,54.8,49,Eomyidae,Rodentia,Plantigrade
Knightomys huerfanensis,4.683,51.1,49,Eomyidae,Rodentia,Plantigrade
Knightomys minor,3.539,55,52.7,Eomyidae,Rodentia,Plantigrade
Knightomys reginensis,2.285,53,53,Eomyidae,Rodentia,Plantigrade
Knightomys senior,3.793,52,50.3,Eomyidae,Rodentia,Plantigrade
Leptodontomys douglassi,1.995,28.1,28,Eomyidae,Rodentia,Plantigrade
Leptodontomys quartzi,1.126,14.3,14.3,Eomyidae,Rodentia,Plantigrade
Leptodontomys russelli,1.033,16.7,16.7,Eomyidae,Rodentia,Plantigrade
Leptodontomys stirtoni,1.991,16.2,14.4,Eomyidae,Rodentia,Plantigrade
Litoyoderimys auogoleus,3.834,37.9,37.8,Eomyidae,Rodentia,Plantigrade
Litoyoderimys lustrorum,3.968,38.8,38.8,Eomyidae,Rodentia,Plantigrade
Metanoiamys agorus,2.593,48.2,45.1,Eomyidae,Rodentia,Plantigrade
Metanoiamys fantasma,2.929,43.6,38.4,Eomyidae,Rodentia,Plantigrade
Metanoiamys korthi,2.635,40.3,40.2,Eomyidae,Rodentia,Plantigrade
Metanoiamys lacus,2.096,42.9,38.4,Eomyidae,Rodentia,Plantigrade
Metanoiamys marinus,2.239,43,40.8,Eomyidae,Rodentia,Plantigrade
Montanamus bjorki,2.772,36.3,36.3,Eomyidae,Rodentia,Plantigrade
Namatomys lloydi,3.23,37.9,34.9,Eomyidae,Rodentia,Plantigrade
Paradjidaumo alberti,2.804,38.5,37.3,Eomyidae,Rodentia,Plantigrade
Paradjidaumo hansonorum,3.259,37.1,36.8,Eomyidae,Rodentia,Plantigrade
Paradjidaumo reynoldsi,2.874,40.3,40.2,Eomyidae,Rodentia,Plantigrade
Paradjidaumo spokanensis,3.94,33.9,31.7,Eomyidae,Rodentia,Plantigrade
Paradjidaumo trilophus,3.502,38,32.9,Eomyidae,Rodentia,Plantigrade
Paradjidaumo validus,4.105,33.3,33.3,Eomyidae,Rodentia,Plantigrade
Paranamatomys storeri,2.027,37.2,37.2,Eomyidae,Rodentia,Plantigrade
Protadjidaumo pauli,2.974,42.9,42.8,Eomyidae,Rodentia,Plantigrade
Protadjidaumo typus,2.509,45.1,39.1,Eomyidae,Rodentia,Plantigrade
Pseudotheridomys cuyamensis,2.525,16.9,16.9,Eomyidae,Rodentia,Plantigrade
Pseudotheridomys hesperus,2.344,28.2,20.5,Eomyidae,Rodentia,Plantigrade
Pseudotheridomys pagei,2.104,14.7,14.3,Eomyidae,Rodentia,Plantigrade
Viejadjidaumo magniscopuli,3.031,38.8,38.8,Eomyidae,Rodentia,Plantigrade
Yoderimys bumpi,4.234,37.5,37.4,Eomyidae,Rodentia,Plantigrade
Yoderimys stewarti,4.612,37.9,36.8,Eomyidae,Rodentia,Plantigrade
Zemiodontomys burkei,4.778,37.6,35.9,Eomyidae,Rodentia,Plantigrade
Zetamys nebraskensis,4.099,28.5,28.5,Eomyidae,Rodentia,Plantigrade
Erethizon bathygnathum,9.124,2.7,2.5,Erethizontidae,Rodentia,Plantigrade
Erethizon dorsatum,8.752,1.4,-1,Erethizontidae,Rodentia,Plantigrade
Erethizon kleini,8.258,1.6,0.1,Erethizontidae,Rodentia,Plantigrade
Erethizon poyeri,8.968,2.4,1.6,Erethizontidae,Rodentia,Plantigrade
Eutypomys acares,4.483,42.9,42.8,Eutypomyidae,Rodentia,Plantigrade
Eutypomys inexpectatus,6.594,39.4,36.5,Eutypomyidae,Rodentia,Plantigrade
Eutypomys montanensis,6.859,25.8,24.9,Eutypomyidae,Rodentia,Plantigrade
Eutypomys obliquidens,5.308,42.9,42.8,Eutypomyidae,Rodentia,Plantigrade
Eutypomys parvus,5.6,36.9,36.3,Eutypomyidae,Rodentia,Plantigrade
Eutypomys thomsoni,6.362,35.2,33.4,Eutypomyidae,Rodentia,Plantigrade
Janimus dawsonae,2.754,42.9,42.8,Eutypomyidae,Rodentia,Plantigrade
Microeutypomys karenae,2.439,44.2,44.1,Eutypomyidae,Rodentia,Plantigrade
Microeutypomys tilliei,3.024,42.9,42.8,Eutypomyidae,Rodentia,Plantigrade
Fanimus clasoni,4.465,26.5,26.1,Florentiamyidae,Rodentia,Plantigrade
Fanimus ultimus,5.1,20,19.9,Florentiamyidae,Rodentia,Plantigrade
Florentiamys agnewi,4.435,26.5,26.5,Florentiamyidae,Rodentia,Plantigrade
Florentiamys kinseyi,5.062,26,25.9,Florentiamyidae,Rodentia,Plantigrade
Florentiamys loomisi,5.03,26.1,25.6,Florentiamyidae,Rodentia,Plantigrade
Florentiamys tiptoni,4.843,25.4,24.9,Florentiamyidae,Rodentia,Plantigrade
Hitonkala macdonaldtau,3.265,24.2,24.1,Florentiamyidae,Rodentia,Plantigrade
Sanctimus falkenbachi,5.016,25.8,22,Florentiamyidae,Rodentia,Plantigrade
Sanctimus stouti,4.79,25.7,25.6,Florentiamyidae,Rodentia,Plantigrade
Sanctimus stuartae,4.619,28.5,24.1,Florentiamyidae,Rodentia,Plantigrade
Entoptychus cavifrons,4.255,26.9,26.7,Geomyidae,Rodentia,Plantigrade
Entoptychus fieldsi,4.299,25.4,25.2,Geomyidae,Rodentia,Plantigrade
Entoptychus grandiplanus,4.09,24.2,24.1,Geomyidae,Rodentia,Plantigrade
Entoptychus leptophrys,3.982,22.6,22.6,Geomyidae,Rodentia,Plantigrade
Entoptychus minor,4.127,26.9,26.7,Geomyidae,Rodentia,Plantigrade
Entoptychus planifrons,4.912,26.9,24.4,Geomyidae,Rodentia,Plantigrade
Entoptychus sheppardi,4.551,25.4,22.6,Geomyidae,Rodentia,Plantigrade
Geomys bursarius,4.185,1.5,-1,Geomyidae,Rodentia,Plantigrade
Geomys minor,3.586,4.7,3.1,Geomyidae,Rodentia,Plantigrade
Geomys persimilis,3.904,2.8,2.1,Geomyidae,Rodentia,Plantigrade
Gregorymys curtus,4.67,24.4,21.8,Geomyidae,Rodentia,Plantigrade
Gregorymys formosus,4.359,26.2,23.1,Geomyidae,Rodentia,Plantigrade
Gregorymys larsoni,3.55,18.6,18.5,Geomyidae,Rodentia,Plantigrade
Gregorymys riograndensis,3.782,22.2,22.1,Geomyidae,Rodentia,Plantigrade
Griphomys alecer,2.577,43.6,38.4,Geomyidae,Rodentia,Plantigrade
Mojavemys galushai,3.347,14.2,14.2,Geomyidae,Rodentia,Plantigrade
Mojavemys magnumarcus,4.027,14.7,14.7,Geomyidae,Rodentia,Plantigrade
Mojavemys wilsoni,3.089,13.3,13.3,Geomyidae,Rodentia,Plantigrade
Pappogeomys sansimonensis,4.878,2.7,2.7,Geomyidae,Rodentia,Plantigrade
Parapliosaccomys oregonensis,3.188,7.2,7.2,Geomyidae,Rodentia,Plantigrade
Parapliosaccomys transversus,3.819,14.7,14.7,Geomyidae,Rodentia,Plantigrade
Phelosaccomys annae,3.266,14.7,14.1,Geomyidae,Rodentia,Plantigrade
Phelosaccomys hibbardi,3.843,12.9,11.1,Geomyidae,Rodentia,Plantigrade
Phelosaccomys neomexicanus,2.994,14.2,14.2,Geomyidae,Rodentia,Plantigrade
Phelosaccomys shotwelli,3.014,14.1,14.1,Geomyidae,Rodentia,Plantigrade
Pleurolicus dakotensis,4.121,25.1,25,Geomyidae,Rodentia,Plantigrade
Pleurolicus sulcifrons,4.431,27.8,20.7,Geomyidae,Rodentia,Plantigrade
Pliogeomys carranzai,3.377,6.7,6.6,Geomyidae,Rodentia,Plantigrade
Pliogeomys parvus,2.339,4.5,3.8,Geomyidae,Rodentia,Plantigrade
Pliogeomys russelli,2.715,8,7.9,Geomyidae,Rodentia,Plantigrade
Pliosaccomys dubius,3.325,11.1,7.7,Geomyidae,Rodentia,Plantigrade
Pliosaccomys higginsensis,2.906,8.8,8.7,Geomyidae,Rodentia,Plantigrade
Pliosaccomys magnus,3.147,7.8,7.5,Geomyidae,Rodentia,Plantigrade
Tenudomys bodei,3.773,32.9,25.2,Geomyidae,Rodentia,Plantigrade
Tenudomys macdonaldi,4.376,26.3,26.1,Geomyidae,Rodentia,Plantigrade
Texomys ritchiei,4.585,17.4,16.3,Geomyidae,Rodentia,Plantigrade
Texomys stewarti,3.157,19,19,Geomyidae,Rodentia,Plantigrade
Thomomys carsonensis,3.372,2.5,2.5,Geomyidae,Rodentia,Plantigrade
Thomomys gidleyi,3.623,5.3,1.6,Geomyidae,Rodentia,Plantigrade
Thomomys potomacensis,4.14,0.9,0.5,Geomyidae,Rodentia,Plantigrade
Heliscomys ostranderi,1.397,37.9,35.6,Heliscomyidae,Rodentia,Plantigrade
Heliscomys senex,1.459,32.8,32.8,Heliscomyidae,Rodentia,Plantigrade
Heliscomys subtilis,1.679,17.8,14.4,Heliscomyidae,Rodentia,Plantigrade
Heliscomys vetus,1.839,37.2,32.9,Heliscomyidae,Rodentia,Plantigrade
Heliscomys woodi,2.372,28.1,28,Heliscomyidae,Rodentia,Plantigrade
Balantiomys borealis,3.387,16.7,14.3,Heteromyidae,Rodentia,Plantigrade
Balantiomys oregonensis,3.341,14.7,14.2,Heteromyidae,Rodentia,Plantigrade
Chaetodipus hispidus,2.804,1.5,-1,Heteromyidae,Rodentia,Plantigrade
Cupidinimus avawatzensis,3.006,14.1,13,Heteromyidae,Rodentia,Plantigrade
Cupidinimus bidahochiensis,3.304,6.9,5.2,Heteromyidae,Rodentia,Plantigrade
Cupidinimus boronensis,2.681,17.9,17.7,Heteromyidae,Rodentia,Plantigrade
Cupidinimus eurekensis,1.091,17,14.7,Heteromyidae,Rodentia,Plantigrade
Cupidinimus halli,2.456,17,14.2,Heteromyidae,Rodentia,Plantigrade
Cupidinimus lindsayi,2.027,17,12.5,Heteromyidae,Rodentia,Plantigrade
Cupidinimus madisonensis,2.331,14.7,14.7,Heteromyidae,Rodentia,Plantigrade
Cupidinimus nebraskensis,2.239,14.4,14.1,Heteromyidae,Rodentia,Plantigrade
Cupidinimus prattensis,3.063,12.9,11.5,Heteromyidae,Rodentia,Plantigrade
Cupidinimus tertius,2.804,13.6,11.7,Heteromyidae,Rodentia,Plantigrade
Cupidinimus whitlocki,2.822,14.7,14.7,Heteromyidae,Rodentia,Plantigrade
Dikkomys matthewi,3.873,22.6,20.8,Heteromyidae,Rodentia,Plantigrade
Dipodomys hibbardi,2.881,4.4,2.4,Heteromyidae,Rodentia,Plantigrade
Dipodomys pattersoni,4.22,1.4,1.4,Heteromyidae,Rodentia,Plantigrade
Diprionomys parvus,2.404,14.2,7.3,Heteromyidae,Rodentia,Plantigrade
Harrymys canadensis,3.08,16.7,16.7,Heteromyidae,Rodentia,Plantigrade
Harrymys magnus,3.928,24.8,16.9,Heteromyidae,Rodentia,Plantigrade
Harrymys woodi,3.773,17.5,17.5,Heteromyidae,Rodentia,Plantigrade
Lignimus austridakotensis,2.697,14.3,14.3,Heteromyidae,Rodentia,Plantigrade
Lignimus montis,3.657,16.7,14.3,Heteromyidae,Rodentia,Plantigrade
Mioheteromys agrarius,3.447,13.4,11.5,Heteromyidae,Rodentia,Plantigrade
Mioheteromys amplissimus,3.713,14.7,12.7,Heteromyidae,Rodentia,Plantigrade
Mioheteromys arcarius,2.3,16.7,14.3,Heteromyidae,Rodentia,Plantigrade
Mookomys altifluminis,2.57,14.3,14.3,Heteromyidae,Rodentia,Plantigrade
Mookomys thrinax,2.482,14.7,14.7,Heteromyidae,Rodentia,Plantigrade
Oregonomys magnus,3.046,3.9,3.8,Heteromyidae,Rodentia,Plantigrade
Oregonomys pebblespringsensis,3.278,6.5,6.4,Heteromyidae,Rodentia,Plantigrade
Oregonomys sargenti,3.263,7.2,5,Heteromyidae,Rodentia,Plantigrade
Peridiomys halis,4.151,14.7,14.7,Heteromyidae,Rodentia,Plantigrade
Peridiomys rusticus,4.24,14.7,14.4,Heteromyidae,Rodentia,Plantigrade
Perognathus ancenensis,2.442,14.7,14.7,Heteromyidae,Rodentia,Plantigrade
Perognathus brevidens,1.992,14.4,14.1,Heteromyidae,Rodentia,Plantigrade
Perognathus dunklei,2.072,6.8,6.7,Heteromyidae,Rodentia,Plantigrade
Perognathus furlongi,2.282,16.2,12.5,Heteromyidae,Rodentia,Plantigrade
Perognathus gidleyi,2.483,4.2,1.6,Heteromyidae,Rodentia,Plantigrade
Perognathus maldei,2.384,4.5,3.8,Heteromyidae,Rodentia,Plantigrade
Perognathus mclaughlini,2.121,5.5,4.9,Heteromyidae,Rodentia,Plantigrade
Perognathus minutus,1.78,17.1,8.1,Heteromyidae,Rodentia,Plantigrade
Perognathus pearlettensis,1.935,4,1.6,Heteromyidae,Rodentia,Plantigrade
Perognathus rexroadensis,2.903,4,2.9,Heteromyidae,Rodentia,Plantigrade
Perognathus stevei,2.367,6.4,6.4,Heteromyidae,Rodentia,Plantigrade
Perognathus trojectioansrum,1.296,16.7,13.4,Heteromyidae,Rodentia,Plantigrade
Prodipodomys centralis,3.057,4.2,2.7,Heteromyidae,Rodentia,Plantigrade
Prodipodomys coquorum,3.604,12.6,4.9,Heteromyidae,Rodentia,Plantigrade
Prodipodomys gidleyi,2.855,5,2.1,Heteromyidae,Rodentia,Plantigrade
Prodipodomys idahoensis,3.111,6.7,1.6,Heteromyidae,Rodentia,Plantigrade
Prodipodomys kansensis,2.548,6.8,5.4,Heteromyidae,Rodentia,Plantigrade
Prodipodomys timoteoensis,3.068,3.4,3.4,Heteromyidae,Rodentia,Plantigrade
Proheteromys fedti,2.867,28.5,26.1,Heteromyidae,Rodentia,Plantigrade
Proheteromys floridanus,1.679,23.1,17.9,Heteromyidae,Rodentia,Plantigrade
Proheteromys formicarum,2.475,17,14.4,Heteromyidae,Rodentia,Plantigrade
Proheteromys gremmelsi,3.331,28.2,26.1,Heteromyidae,Rodentia,Plantigrade
Proheteromys ironcloudi,2.086,28,25.3,Heteromyidae,Rodentia,Plantigrade
Proheteromys lophatus,2.721,17.8,14.2,Heteromyidae,Rodentia,Plantigrade
Proheteromys maximus,4.474,16.2,15.8,Heteromyidae,Rodentia,Plantigrade
Proheteromys sulculus,2.958,20.6,14.2,Heteromyidae,Rodentia,Plantigrade
Proheteromys thorpei,2.8,26.9,26.7,Heteromyidae,Rodentia,Plantigrade
Proheteromys toledoensis,4.088,22.7,22.7,Heteromyidae,Rodentia,Plantigrade
Schizodontomys amnicolus,4.71,19.9,18.7,Heteromyidae,Rodentia,Plantigrade
Schizodontomys sulcidens,4.181,26.9,23.4,Heteromyidae,Rodentia,Plantigrade
Stratimus strobeli,3.005,20.6,18.7,Heteromyidae,Rodentia,Plantigrade
Neochoerus aesopi,11.612,2.5,0,Hydrochoeridae,Rodentia,Digitigrade
Neochoerus dichroplax,12.213,4.6,2.4,Hydrochoeridae,Rodentia,Digitigrade
Barstovian_allomyine stirtoni,5.615,14.4,14.1,Incertae sedis,Rodentia,Plantigrade
Diplolophus insolens,5.233,33.9,32.9,Incertae sedis,Rodentia,Plantigrade
Epeiromys spanius,4.62,33.9,33.3,Incertae sedis,Rodentia,Plantigrade
Jimomys labaughi,4.244,16.5,16.4,Incertae sedis,Rodentia,Plantigrade
Jimomys lulli,3.321,27.8,27.8,Incertae sedis,Rodentia,Plantigrade
Meliakrouniomys wilsoni,4.504,35.8,35.7,Incertae sedis,Rodentia,Plantigrade
Pipestoneomys bisulcatus,3.853,37.2,35.9,Incertae sedis,Rodentia,Plantigrade
Prolapsus junctionis,4.284,46.8,44.2,Incertae sedis,Rodentia,Plantigrade
Prolapsus sibilatoris,5.095,46.1,44.2,Incertae sedis,Rodentia,Plantigrade
Acritoparamys atwateri,5.073,55.4,53.1,Ischyromyidae,Rodentia,Plantigrade
Acritoparamys francesi,4.86,55,50.5,Ischyromyidae,Rodentia,Plantigrade
Acritoparamys pattersoni,6.072,53.6,52.9,Ischyromyidae,Rodentia,Plantigrade
Acritoparamys wyomingensis,5.613,49,48.1,Ischyromyidae,Rodentia,Plantigrade
Anonymus baroni,3.822,42.9,42.8,Ischyromyidae,Rodentia,Plantigrade
Apatosciuravus bifax,3.489,54.7,54.7,Ischyromyidae,Rodentia,Plantigrade
Apatosciuravus jacobsi,3.189,53,53,Ischyromyidae,Rodentia,Plantigrade
Eohaplomys matutinus,7.043,41.8,41.7,Ischyromyidae,Rodentia,Plantigrade
Eohaplomys serus,6.866,41.8,41.2,Ischyromyidae,Rodentia,Plantigrade
Eohaplomys tradux,6.649,43.6,41.3,Ischyromyidae,Rodentia,Plantigrade
Ischyromys typus,6.642,36.6,32.3,Ischyromyidae,Rodentia,Plantigrade
Ischyromys veterior,6.206,37.9,33.8,Ischyromyidae,Rodentia,Plantigrade
Ischyrotomus californicus,8.206,46,45.9,Ischyromyidae,Rodentia,Plantigrade
Ischyrotomus littoralis,7.823,48.2,48.2,Ischyromyidae,Rodentia,Plantigrade
Leptotomus caryophilus,6.624,46,41.9,Ischyromyidae,Rodentia,Plantigrade
Leptotomus leptodus,7.964,44.8,40.9,Ischyromyidae,Rodentia,Plantigrade
Leptotomus parvus,6.843,49.9,45.8,Ischyromyidae,Rodentia,Plantigrade
Lophiparamys debequensis,3.236,55,53,Ischyromyidae,Rodentia,Plantigrade
Lophiparamys murinus,4.476,53.7,53.2,Ischyromyidae,Rodentia,Plantigrade
Mattimys kalicola,3.448,53,50.3,Ischyromyidae,Rodentia,Plantigrade
Microparamys cheradius,3.719,55.9,55.9,Ischyromyidae,Rodentia,Plantigrade
Microparamys dubius,2.958,45.1,42,Ischyromyidae,Rodentia,Plantigrade
Microparamys minutus,3.229,49.4,45.9,Ischyromyidae,Rodentia,Plantigrade
Microparamys nimius,3.348,42.9,42.8,Ischyromyidae,Rodentia,Plantigrade
Microparamys perfossus,3.93,38.8,38.8,Ischyromyidae,Rodentia,Plantigrade
Microparamys sambucus,3.628,48.8,48.7,Ischyromyidae,Rodentia,Plantigrade
Microparamys tricus,3.993,41.4,40.2,Ischyromyidae,Rodentia,Plantigrade
Microparamys woodi,3.448,43.6,41.7,Ischyromyidae,Rodentia,Plantigrade
Mytonomys burkei,7.921,41.8,41.2,Ischyromyidae,Rodentia,Plantigrade
Mytonomys coelumensis,7.634,41.2,40.4,Ischyromyidae,Rodentia,Plantigrade
Mytonomys mytonensis,7.098,41.5,41,Ischyromyidae,Rodentia,Plantigrade
Mytonomys robustus,7.625,44.2,40.5,Ischyromyidae,Rodentia,Plantigrade
Mytonomys wortmani,6.708,53.1,53.1,Ischyromyidae,Rodentia,Plantigrade
Notoparamys arctios,5.919,54.1,54.1,Ischyromyidae,Rodentia,Plantigrade
Notoparamys costilloi,6.911,53.4,53.4,Ischyromyidae,Rodentia,Plantigrade
Paramys adamus,3.581,56.5,55.5,Ischyromyidae,Rodentia,Plantigrade
Paramys atavus,3.73,56.6,55.5,Ischyromyidae,Rodentia,Plantigrade
Paramys compressidens,7.307,44,37.8,Ischyromyidae,Rodentia,Plantigrade
Paramys copei,6.347,55,44.6,Ischyromyidae,Rodentia,Plantigrade
Paramys delicatior,6.572,49,45.4,Ischyromyidae,Rodentia,Plantigrade
Paramys delicatus,7.241,49.5,46.4,Ischyromyidae,Rodentia,Plantigrade
Paramys excavatus,5.547,55.9,48.1,Ischyromyidae,Rodentia,Plantigrade
Paramys taurus,5.633,55.4,54.7,Ischyromyidae,Rodentia,Plantigrade
Pseudotomus eugenei,9.571,43.3,42.5,Ischyromyidae,Rodentia,Plantigrade
Pseudotomus johanniculi,9.413,41,38,Ischyromyidae,Rodentia,Plantigrade
Pseudotomus petersoni,8.345,44.5,39.8,Ischyromyidae,Rodentia,Plantigrade
Pseudotomus robustus,8.309,49.9,47.4,Ischyromyidae,Rodentia,Plantigrade
Quadratomus gigans,9.328,38.8,38.8,Ischyromyidae,Rodentia,Plantigrade
Quadratomus grandis,7.429,50,49.2,Ischyromyidae,Rodentia,Plantigrade
Quadratomus grossus,8.271,48.5,48.5,Ischyromyidae,Rodentia,Plantigrade
Quadratomus sundelli,8.832,48.1,48.1,Ischyromyidae,Rodentia,Plantigrade
Rapamys fricki,6.671,43.6,41.7,Ischyromyidae,Rodentia,Plantigrade
Tapomys tapensis,7.536,41.9,41.9,Ischyromyidae,Rodentia,Plantigrade
Thisbemys corrugatus,6.687,49.9,44.9,Ischyromyidae,Rodentia,Plantigrade
Thisbemys elachistos,4.847,50,50,Ischyromyidae,Rodentia,Plantigrade
Thisbemys perditus,6.09,55,48.1,Ischyromyidae,Rodentia,Plantigrade
Thisbemys uintensis,7.487,44.5,44.5,Ischyromyidae,Rodentia,Plantigrade
Paciculus montanus,4.398,25.4,21.3,Muridae ,Rodentia,Plantigrade
Paciculus nebraskensis,4.391,28.2,24.1,Muridae ,Rodentia,Plantigrade
Paciculus woodi,3.498,26.6,26.3,Muridae ,Rodentia,Plantigrade
Crucimys milleri,3.472,26.2,26.1,Mylagaulidae,Rodentia,Plantigrade
Galbreathia bettae,5.107,16.4,14.7,Mylagaulidae,Rodentia,Plantigrade
Galbreathia novellus,5.409,21.3,17.4,Mylagaulidae,Rodentia,Plantigrade
Mylagaulus vetus,6.006,20.2,14.7,Mylagaulidae,Rodentia,Plantigrade
Promylagaulus riggsi,4.445,25.1,23.4,Mylagaulidae,Rodentia,Plantigrade
Trilaccogaulus lemhiensis,5.404,25.4,25.2,Mylagaulidae,Rodentia,Plantigrade
Trilaccogaulus ovatus,4.678,25.5,24.1,Mylagaulidae,Rodentia,Plantigrade
Apletotomeus crassus,2.153,33.8,33.4,Not known,Rodentia,Plantigrade
Presbymys lophatus,4.378,40.3,40.2,Protoptychidae,Rodentia,Plantigrade
Reithroparamys debequensis,5.419,53.6,53.6,Reithroparamyidae,Rodentia,Plantigrade
