Participant,Condition Name,Condition Number,Age,IQ,Estimated Speed (mph),Reaction Time (ms)
8047,Hit,2,34,110,4.0785E+01,216.1367161
8048,Hit,2,24,117,2.6614E+01,137.7931394
8049,Hit,2,58,88,4.2525E+01,102.6620171
8050,Hit,2,57,96,3.6499E+01,292.14211
8051,Hit,2,5,64,2.6612E+01,429.5887174
8052,Hit,2,62,109,4.5957E+01,-102.4652472
8053,Hit,2,19,106,4.1036E+01,3.17218223
8054,Hit,2,13,95,3.8230E+01,222.9090227
8055,Hit,2,24,108,4.9626E+01,483.4245559
8056,Hit,2,22,117,4.2483E+01,317.1097104
8057,Hit,2,22,81,3.8681E+01,407.5452666
8058,Hit,2,43,84,4.6900E+01,469.7890399
8059,Hit,2,43,119,3.6754E+01,256.2981898
8060,Hit,2,65,95,3.5646E+01,367.1796527
8061,Hit,2,57,103,3.7533E+01,468.4871113
8062,Hit,2,18,114,4.8794E+01,301.8530503
8063,Hit,2,46,103,4.6343E+01,389.8543403
8064,Hit,2,37,105,3.7958E+01,327.9305487
8065,Hit,2,18,82,3.1266E+01,470.9657927
8066,Hit,2,65,116,3.1116E+01,317.3179999
8067,Hit,2,30,77,2.4453E+01,156.8652247
8068,Hit,2,39,90,3.0543E+01,304.6514551
8069,Hit,2,51,93,4.3082E+01,480.3787479
8070,Hit,2,45,112,3.0664E+01,233.0629177
8071,Hit,2,35,107,3.0835E+01,153.2780818
8072,Hit,2,35,112,2.7932E+01,323.1655881
8073,Hit,2,30,87,4.3544E+01,95.33732394
8074,Hit,2,23,95,5.3785E+01,449.0025832
8075,Hit,2,38,77,2.7537E+01,231.0714371
8076,Hit,2,58,72,3.1656E+01,561.4719699
8077,Hit,2,35,122,3.6018E+01,392.4605259
8078,Hit,2,42,128,2.9546E+01,250.5150086
8079,Hit,2,31,96,6.2025E+01,297.2313157
8080,Hit,2,28,77,3.7162E+01,300.4423869
8081,Hit,2,46,106,5.4687E+01,306.009887
8082,Hit,2,64,107,2.3482E+01,334.9469435
8083,Hit,2,47,90,4.0988E+01,433.8170752
8084,Hit,2,42,90,2.3448E+01,-208.0618788
8085,Hit,2,46,95,4.9775E+01,141.4279871
8086,Hit,2,65,109,4.2077E+01,254.9435783
8087,Hit,2,23,102,4.6519E+01,337.3357405
8088,Hit,2,22,76,2.2733E+01,284.4250907
8089,Hit,2,42,93,2.1166E+01,516.6151164
8090,Hit,2,48,93,2.8990E+01,639.9438204
8091,Hit,2,28,108,4.3255E+01,34.95904511
8092,Hit,2,64,109,4.0398E+01,287.9059922
8093,Hit,2,-5,93,2.3541E+01,162.6586288
8094,Hit,2,23,104,1.0108E+01,254.9442121
8095,Hit,2,51,114,3.1735E+01,257.1382863
8096,Hit,2,11,103,2.9492E+01,378.083558
8097,Hit,2,48,84,5.0746E+01,350.1519576
8098,Hit,2,44,105,4.7673E+01,316.880507
8099,Hit,2,48,105,2.9106E+01,183.337798
8100,Hit,2,62,89,2.8627E+01,302.0860112
8101,Hit,2,25,123,1.6837E+01,326.6081291
8102,Hit,2,51,92,3.1101E+01,19.91102019
8103,Hit,2,80,106,4.1536E+01,391.361686
8104,Hit,2,21,100,3.4224E+01,136.0422179
8105,Hit,2,28,99,4.5919E+01,270.5091308
8106,Hit,2,31,109,3.9263E+01,404.7527619
8107,Hit,2,49,115,2.8316E+01,216.6667394
8108,Hit,2,53,106,4.0867E+01,359.6380778
8109,Hit,2,36,103,3.9047E+01,613.1976951
8110,Hit,2,44,112,4.6176E+01,384.2930647
8111,Hit,2,32,72,3.0921E+01,184.5284055
8112,Hit,2,30,101,4.9685E+01,142.137045
8113,Hit,2,36,102,2.6903E+01,257.367634
8114,Hit,2,41,120,1.6755E+01,359.849379
8115,Hit,2,21,101,3.2294E+01,285.7669483
8116,Hit,2,23,132,2.7768E+01,94.0401652
8117,Hit,2,37,95,3.6874E+01,241.5515688
8118,Hit,2,64,118,2.1522E+01,309.5688292
8119,Hit,2,44,139,4.3216E+01,175.3839711
8120,Hit,2,14,120,3.6657E+01,542.4539663
8121,Hit,2,64,102,5.1702E+01,218.0043345
8122,Hit,2,65,127,3.6241E+01,374.7064477
8123,Hit,2,37,88,4.0189E+01,593.7481482
8124,Hit,2,5,113,3.5623E+01,153.9529243
8125,Hit,2,51,100,3.5746E+01,264.0154121
8126,Hit,2,56,74,2.6639E+01,370.4231791
8127,Hit,2,65,92,3.8513E+01,334.5448454
8128,Hit,2,8,121,3.8924E+01,283.6912108
8129,Hit,2,25,126,3.7228E+01,227.9142101
8130,Hit,2,55,72,3.3176E+01,320.2826344
8131,Hit,2,47,118,3.1790E+01,436.33209
8132,Hit,2,66,94,3.3242E+01,445.3736333
8133,Hit,2,35,82,3.6933E+01,240.2916391
8134,Hit,2,25,110,4.8198E+01,159.7045541
8135,Hit,2,22,114,3.8593E+01,122.4858931
8136,Hit,2,15,88,2.4287E+01,295.7153329
8137,Hit,2,35,92,3.8711E+01,295.8853872
8138,Hit,2,38,97,2.7690E+01,554.1566226
8139,Hit,2,29,108,2.9384E+01,200.9409541
8140,Hit,2,17,91,3.9129E+01,255.9424423
8141,Hit,2,57,107,2.3046E+01,103.3522605
8142,Hit,2,73,92,2.2119E+01,477.6531538
8143,Hit,2,30,115,3.7873E+01,313.6468761
8144,Hit,2,55,113,1.7411E+01,129.387791
8145,Hit,2,20,123,5.6932E+01,336.4402748
8146,Hit,2,16,80,3.0823E+01,271.7141157
8147,Hit,2,70,78,6.5870E+01,408.0310659
8148,Hit,2,24,83,4.2238E+01,176.6016045
8149,Hit,2,58,93,3.4005E+01,118.5110323
8150,Hit,2,47,113,5.9067E+01,342.442971
8151,Hit,2,44,88,2.4079E+01,421.2825521
8152,Hit,2,40,93,3.1923E+01,275.5522539
8153,Hit,2,75,99,2.5609E+01,121.628936
8154,Hit,2,38,94,4.5053E+01,354.2169541
8155,Hit,2,25,88,3.3424E+01,318.4961042
8156,Hit,2,46,94,2.4339E+01,349.4001056
8157,Hit,2,68,101,2.5545E+01,256.1834631
8158,Hit,2,25,89,2.9917E+01,116.6627873
8159,Hit,2,21,103,2.8918E+01,559.7876873
8160,Hit,2,63,81,3.5942E+01,198.3532134
8161,Hit,2,59,124,2.2369E+01,260.3650035
8162,Hit,2,53,74,4.3884E+01,184.6113351
8163,Hit,2,32,116,3.0276E+01,478.6756236
8164,Hit,2,46,79,3.3238E+01,126.4184298
8165,Hit,2,32,129,3.4990E+01,481.0771719
8166,Hit,2,56,88,3.9993E+01,535.1973998
8167,Hit,2,54,115,3.2425E+01,310.7431181
8168,Hit,2,27,93,5.0869E+01,309.6367922
8169,Hit,2,34,88,2.5633E+01,238.5619438
8170,Hit,2,34,101,3.2343E+01,201.740535
8171,Hit,2,52,95,3.3020E+01,487.1027998
8172,Hit,2,64,106,5.4368E+01,409.6298641
8173,Hit,2,56,96,2.9544E+01,371.5869011
8174,Hit,2,55,107,4.3618E+01,390.4034024
8175,Hit,2,56,92,4.9012E+01,559.9354312
8176,Hit,2,25,113,3.7355E+01,179.6539701
8177,Hit,2,51,89,5.5584E+01,492.2073762
8178,Hit,2,45,97,2.5313E+01,466.2254005
8179,Hit,2,51,120,3.2720E+01,446.2103353
8180,Hit,2,-2,79,4.7530E+01,270.6149584
8181,Hit,2,32,96,2.6282E+01,409.86657
8182,Hit,2,20,97,1.1934E+01,269.4025705
8183,Hit,2,22,105,1.7303E+01,422.2954568
8184,Hit,2,57,109,4.5510E+01,468.8229981
8185,Hit,2,33,109,5.4830E+01,343.8026942
8186,Hit,2,64,106,4.6617E+01,351.8772177
8187,Hit,2,51,91,3.6042E+01,241.2626539
8188,Hit,2,2,118,4.4083E+01,200.5212247
8189,Hit,2,51,88,4.5000E+01,-55.4404672
8190,Hit,2,61,105,1.3726E+01,152.3609361
8191,Hit,2,33,81,4.3573E+01,110.9937996
8192,Hit,2,30,100,5.5141E+01,402.7769695
8193,Hit,2,18,82,3.3534E+01,385.0289131
8194,Hit,2,29,121,4.1538E+01,229.4082331
8195,Hit,2,47,101,3.3835E+01,262.4916591
8196,Hit,2,24,132,3.4383E+01,441.6604628
8197,Hit,2,54,98,4.1814E+01,147.929503
8198,Hit,2,53,104,4.5957E+01,-44.39914648
8199,Hit,2,18,108,3.0348E+01,173.8114453
8200,Hit,2,37,116,2.5873E+01,486.2995914
8201,Hit,2,32,84,2.3657E+01,426.0658185
8202,Hit,2,44,75,2.5076E+01,311.2582345
8203,Hit,2,32,98,2.6989E+01,308.7761926
8204,Hit,2,42,96,2.7651E+01,410.9713812
8205,Hit,2,45,112,4.1202E+01,454.3278706
8206,Hit,2,32,123,4.8166E+01,335.7623153
8207,Hit,2,41,106,2.6733E+01,375.7155237
8208,Hit,2,79,117,3.9823E+01,-51.84758553
8209,Hit,2,62,103,3.8430E+01,204.0760501
8210,Hit,2,34,84,4.3957E+01,370.6766581
8211,Hit,2,61,90,3.5239E+01,426.5128078
8212,Hit,2,31,84,2.4926E+01,215.9975037
8213,Hit,2,51,102,3.5604E+01,89.99605076
8214,Hit,2,47,80,4.6879E+01,364.1978396
8215,Hit,2,41,101,3.0061E+01,212.6592397
8216,Hit,2,39,77,3.4486E+01,367.5015158
8217,Hit,2,37,103,4.7128E+01,492.3865019
8218,Hit,2,47,67,2.1360E+01,259.7392674
8219,Hit,2,50,124,1.7848E+01,147.823593
8220,Hit,2,52,107,3.7919E+01,295.1892122
8221,Hit,2,42,90,4.5788E+01,48.50198238
8222,Hit,2,30,91,3.9159E+01,274.9552804
8223,Hit,2,23,123,4.0357E+01,82.1269091
8224,Hit,2,17,114,4.1129E+01,113.5563532
8225,Hit,2,29,115,4.2751E+01,-6.49404488
8226,Hit,2,55,110,1.8832E+01,401.0554138
8227,Hit,2,26,92,1.3708E+01,557.4477644
8228,Hit,2,18,59,3.8729E+01,269.4349706
8229,Hit,2,46,99,4.0939E+01,541.0799204
8230,Hit,2,16,83,3.1122E+01,256.5290761
8231,Hit,2,65,99,3.6548E+01,445.0779965
8232,Hit,2,61,123,4.0759E+01,253.7001846
8233,Hit,2,28,110,3.2905E+01,420.5323727
8234,Hit,2,61,110,4.6525E+01,308.9059784
8235,Hit,2,61,116,2.8313E+01,326.450417
8236,Hit,2,34,92,2.5054E+01,150.4704832
8237,Hit,2,30,101,6.0397E+01,223.1118094
8238,Hit,2,65,110,2.1230E+01,208.2337643
8239,Hit,2,36,97,2.9608E+01,543.608909
8240,Hit,2,38,121,2.4074E+01,148.4302012
8241,Hit,2,36,83,4.9912E+01,375.5491187
8242,Hit,2,63,94,1.4661E+01,242.9184509
8243,Hit,2,37,92,4.7846E+01,200.3104935
8244,Hit,2,34,87,3.8275E+01,77.31675398
8245,Hit,2,29,102,1.5647E+01,134.2687338
8246,Hit,2,75,74,3.0586E+01,249.4607581
8247,Hit,2,67,110,2.3573E+01,369.9475273
8248,Hit,2,36,103,3.4422E+01,476.8975072
8249,Hit,2,53,122,2.9072E+01,219.7478451
8250,Hit,2,58,100,3.1401E+01,448.4586984
8251,Hit,2,51,91,3.6617E+01,451.8138197
8252,Hit,2,2,94,4.1771E+01,251.1390568
8253,Hit,2,30,104,3.6961E+01,319.0204309
8254,Hit,2,34,68,1.8841E+01,447.3248592
8255,Hit,2,43,101,3.2230E+01,421.7379555
8256,Hit,2,31,99,2.8233E+01,352.7636393
8257,Hit,2,36,103,3.6862E+01,202.2762797
8258,Hit,2,35,90,2.4907E+01,83.14165731
8259,Hit,2,41,63,4.5418E+01,130.6301765
8260,Hit,2,41,104,3.7430E+01,373.7040025
8261,Hit,2,57,97,3.3771E+01,284.6813685
8262,Hit,2,32,92,3.1306E+01,343.2412102
8263,Hit,2,23,105,3.0586E+01,357.0462208
8264,Hit,2,58,107,3.2179E+01,74.2670404
8265,Hit,2,44,74,3.6664E+01,282.2380384
8266,Hit,2,38,113,3.7914E+01,74.39575669
8267,Hit,2,33,92,2.2888E+01,383.2647534
8268,Hit,2,38,113,2.8029E+01,109.1963626
8269,Hit,2,48,124,3.8013E+01,510.7049678
8270,Hit,2,66,85,4.8380E+01,609.7658008
8271,Hit,2,36,76,1.9826E+01,295.6397104
8272,Hit,2,28,107,3.7781E+01,245.1273804
8273,Hit,2,23,79,2.9998E+01,315.7786774
8274,Hit,2,65,85,3.9191E+01,142.6221404
8275,Hit,2,38,86,1.8222E+01,294.392885
8276,Hit,2,31,90,2.5795E+01,216.1606023
8277,Hit,2,30,80,3.3859E+01,279.5174244
8278,Hit,2,11,96,5.1972E+01,246.29705
8279,Hit,2,40,98,4.5213E+01,305.9548265
8280,Hit,2,32,106,2.1200E+01,339.9913287
8281,Hit,2,63,85,2.9159E+01,262.6031826
8282,Hit,2,38,102,2.9768E+01,274.4585775
8283,Hit,2,53,113,2.2279E+01,83.97857522
8284,Hit,2,15,82,3.9502E+01,322.8439943
8285,Hit,2,52,119,4.0720E+01,409.7579946
8286,Hit,2,34,90,3.6231E+01,25.08481686
8287,Hit,2,41,82,3.1805E+01,335.3444413
8288,Hit,2,38,117,2.6340E+01,332.5454494
8289,Hit,2,76,85,2.9153E+01,375.5092245
8290,Hit,2,52,112,2.5117E+01,415.6187404
8291,Hit,2,42,89,4.1501E+01,351.18145
8292,Hit,2,28,80,3.8748E+01,173.6458426
8293,Hit,2,64,102,3.2354E+01,194.8053675
8294,Hit,2,46,96,1.9842E+01,509.9450563
8295,Hit,2,41,106,1.8819E+01,396.7313786
8296,Hit,2,55,79,2.8773E+01,223.5899279
8297,Hit,2,24,115,2.4398E+01,99.75666773
8298,Hit,2,68,65,4.7240E+01,192.4113927
8299,Hit,2,51,70,3.1457E+01,457.6503388
8300,Hit,2,60,99,4.3271E+01,397.4492093
8301,Hit,2,18,115,3.1891E+01,321.8794496
8302,Hit,2,43,84,4.2519E+01,177.1440782
8303,Hit,2,7,129,1.5807E+01,219.536006
8304,Hit,2,27,92,3.3634E+01,428.6992356
8305,Hit,2,38,88,3.4605E+01,357.1983041
8306,Hit,2,49,110,1.8143E+01,511.8577216
8307,Hit,2,36,105,3.7611E+01,268.7086704
8308,Hit,2,56,95,3.8346E+01,132.9023278
8309,Hit,2,8,81,2.7169E+01,613.1966227
8310,Hit,2,58,107,3.8202E+01,245.8623348
8311,Hit,2,39,100,2.4397E+01,368.0625166
8312,Hit,2,30,84,3.2836E+01,338.0051648
8313,Hit,2,60,82,3.3659E+01,178.3655004
8314,Hit,2,54,91,1.6185E+01,661.916683
8315,Hit,2,54,101,3.3949E+01,345.9893916
8316,Hit,2,56,84,5.2382E+01,183.4126152
8317,Hit,2,50,81,3.6415E+01,94.24547187
8318,Hit,2,32,99,4.4361E+01,-63.77282488
8319,Hit,2,53,105,3.9619E+01,431.5403738
8320,Hit,2,41,78,3.1545E+01,136.0060309
8321,Hit,2,68,104,3.1892E+01,465.7163387
8322,Hit,2,35,79,2.2401E+01,142.9230624
8323,Hit,2,38,79,3.8108E+01,324.2175305
8324,Hit,2,41,76,5.0641E+01,171.2186277
8325,Hit,2,26,116,3.5363E+01,360.5132779
8326,Hit,2,40,100,4.0119E+01,307.0620238
8327,Hit,2,34,105,3.9266E+01,441.5858252
8328,Hit,2,70,102,2.8709E+01,378.1214285
8329,Hit,2,49,105,2.9352E+01,326.1547865
8330,Hit,2,36,99,4.8713E+01,476.6911585
8331,Hit,2,65,90,3.0863E+01,369.6825963
8332,Hit,2,47,119,3.5604E+01,296.3815073
8333,Hit,2,20,90,3.2533E+01,33.47996732
8334,Hit,2,30,84,3.3245E+01,263.9938286
8335,Hit,2,35,105,4.4890E+01,363.1827929
8336,Hit,2,62,95,3.6121E+01,502.4459692
8337,Hit,2,59,111,4.0962E+01,379.0750144
8338,Hit,2,32,118,4.2990E+01,371.6930799
8339,Hit,2,10,88,3.7477E+01,391.0261972
8340,Hit,2,3,102,3.8137E+01,423.8794158
8341,Hit,2,45,89,2.7469E+01,313.1217178
8342,Hit,2,29,87,2.5330E+01,368.7707025
8343,Hit,2,41,93,2.8853E+01,411.8990218
8344,Hit,2,53,86,4.6303E+01,267.6699038
8345,Hit,2,35,112,4.5284E+01,336.5977569
8346,Hit,2,43,114,4.1530E+01,306.3532078
8347,Hit,2,51,87,3.4549E+01,153.5192848
8348,Hit,2,5,102,3.6250E+01,379.3620333
8349,Hit,2,62,105,2.0723E+01,268.6900419
8350,Hit,2,52,126,4.7036E+01,371.2601183
8351,Hit,2,65,97,3.2341E+01,325.333653
8352,Hit,2,32,85,3.1479E+01,297.3029148
8353,Hit,2,39,88,3.9804E+01,280.7528059
8354,Hit,2,20,99,1.8062E+01,156.6056592
8355,Hit,2,26,80,3.9792E+01,452.7006476
8356,Hit,2,50,94,3.1139E+01,118.1769836
8357,Hit,2,18,108,5.3209E+01,492.3184487
8358,Hit,2,47,137,2.6951E+01,438.8747203
8359,Hit,2,44,101,3.8029E+01,335.5684891
8360,Hit,2,47,105,3.7418E+01,219.2622915
8361,Hit,2,50,116,4.4807E+01,79.6973188
8362,Hit,2,35,113,5.0022E+01,248.6496754
8363,Hit,2,32,84,4.1172E+01,294.4162384
8364,Hit,2,30,109,2.0841E+01,227.8031894
8365,Hit,2,44,111,1.4937E+01,24.42587745
8366,Hit,2,37,82,3.4684E+01,186.697988
8367,Hit,2,22,106,4.6557E+01,351.9078251
8368,Hit,2,31,131,2.1940E+01,139.9072135
8369,Hit,2,67,115,3.1198E+01,186.9017968
8370,Hit,2,40,105,3.4051E+01,233.9443435
8371,Hit,2,47,97,3.3480E+01,401.92863
8372,Hit,2,60,96,3.8759E+01,371.2793639
8373,Hit,2,44,101,3.5027E+01,334.4942667
8374,Hit,2,58,110,3.6801E+01,365.7990407
8375,Hit,2,31,95,3.6075E+01,296.0301059
8376,Hit,2,36,91,4.6061E+01,425.7045116
8377,Hit,2,53,117,2.7960E+01,375.8971537
8378,Hit,2,63,98,3.4933E+01,289.3797143
8379,Hit,2,55,100,4.4607E+01,285.7141664
8380,Hit,2,15,93,3.7029E+01,245.511131
8381,Hit,2,41,118,4.4797E+01,582.129199
8382,Hit,2,30,94,3.1203E+01,497.714371
8383,Hit,2,46,105,3.7942E+01,273.1939588
8384,Hit,2,36,107,2.5246E+01,286.5780798
8385,Hit,2,54,94,3.5104E+01,181.8636251
8386,Hit,2,42,128,3.1194E+01,312.3185874
8387,Hit,2,18,92,2.3001E+01,259.3817832
8388,Hit,2,16,108,2.9405E+01,371.0553889
8389,Hit,2,36,86,4.4670E+01,393.432096
8390,Hit,2,48,120,3.5625E+01,233.5321134
8391,Hit,2,59,90,3.7854E+01,403.5166092
8392,Hit,2,51,105,2.8610E+01,497.5144086
8393,Hit,2,31,94,3.1351E+01,318.3359575
8394,Hit,2,29,97,3.1059E+01,337.6752867
8395,Hit,2,46,84,3.0613E+01,344.4250121
8396,Hit,2,23,115,3.7577E+01,174.9518857
8397,Hit,2,19,97,2.5360E+01,335.5458473
8398,Hit,2,36,68,2.3057E+01,105.0779639
8399,Hit,2,66,103,3.4600E+01,330.7877166
8400,Hit,2,38,96,2.1486E+01,270.5395644
8401,Hit,2,35,93,3.9625E+01,309.2816759
8402,Hit,2,51,111,2.2580E+01,358.9125888
8403,Hit,2,19,102,4.4300E+01,411.5381627
8404,Hit,2,41,114,4.0753E+01,347.9222088
8405,Hit,2,29,85,2.9558E+01,107.9050897
8406,Hit,2,63,95,4.5822E+01,368.3309984
8407,Hit,2,44,111,3.7400E+01,360.4333272
8408,Hit,2,66,100,4.4493E+01,294.9898372
8409,Hit,2,41,113,4.9578E+01,360.1735058
8410,Hit,2,25,66,3.8021E+01,512.5786007
8411,Hit,2,45,99,3.5087E+01,96.26475773
8412,Hit,2,18,88,2.6494E+01,316.2046261
8413,Hit,2,43,83,1.8777E+01,114.9057878
8414,Hit,2,43,135,3.9954E+01,496.583467
8415,Hit,2,54,133,4.5681E+01,371.2764454
8416,Hit,2,51,107,4.3531E+01,365.7720863
8417,Hit,2,57,82,3.7903E+01,279.4799775
8418,Hit,2,24,122,2.9993E+01,228.5685382
8419,Hit,2,59,87,1.7225E+01,412.5664224
8420,Hit,2,34,122,3.8096E+01,322.0784026
8421,Hit,2,52,104,4.9196E+01,174.1770552
8422,Hit,2,55,98,4.8344E+01,222.7599774
8423,Hit,2,40,105,3.0418E+01,247.2938526
8424,Hit,2,41,97,1.1820E+01,225.495135
8425,Hit,2,42,106,2.0105E+01,241.053007
8426,Hit,2,52,116,4.0518E+01,319.3578677
8427,Hit,2,35,81,3.9972E+01,231.0937184
8428,Hit,2,59,107,4.0906E+01,421.4197471
8429,Hit,2,37,117,3.2750E+01,299.2525959
8430,Hit,2,44,94,3.4836E+01,20.71234033
8431,Hit,2,43,73,5.2289E+01,207.2309113
8432,Hit,2,67,100,2.7510E+01,218.0191788
8433,Hit,2,10,90,3.2212E+01,282.9542264
8434,Hit,2,36,117,5.1675E+01,271.1690005
8435,Hit,2,15,103,2.1123E+01,355.3400113
8436,Hit,2,33,97,4.3991E+01,251.1206071
8437,Hit,2,39,89,2.7223E+01,406.233384
8438,Hit,2,17,92,3.7318E+01,297.4736726
8439,Hit,2,53,106,3.9950E+01,231.6653851
8440,Hit,2,42,108,2.9643E+01,222.483383
8441,Hit,2,30,84,3.4539E+01,187.6498864
8442,Hit,2,18,100,4.0030E+01,455.1861704
8443,Hit,2,53,92,3.3397E+01,122.221445
8444,Hit,2,40,101,4.1767E+01,505.8178217
8445,Hit,2,38,126,3.3429E+01,301.2871066
8446,Hit,2,12,88,3.5193E+01,484.0540183
8447,Hit,2,42,98,4.6803E+01,176.6929388
8448,Hit,2,38,108,3.6290E+01,408.6073435
8449,Hit,2,31,96,3.7862E+01,163.2613625
8450,Hit,2,24,105,2.5779E+01,370.2364845
8451,Hit,2,18,110,2.9019E+01,656.8771902
8452,Hit,2,71,118,2.8408E+01,200.6322305
8453,Hit,2,67,62,4.8558E+01,151.7703591
8454,Hit,2,41,114,3.7951E+01,434.7003603
8455,Hit,2,32,95,2.8971E+01,158.6619488
8456,Hit,2,56,88,2.3049E+01,314.9349376
8457,Hit,2,52,118,4.4637E+01,212.6856175
8458,Hit,2,37,105,2.1471E+01,508.4065666
8459,Hit,2,29,104,4.5675E+01,483.3551652
8460,Hit,2,36,124,3.5385E+01,517.4046635
8461,Hit,2,24,97,4.8978E+01,208.4934075
8462,Hit,2,32,118,2.7689E+01,277.8531415
8463,Hit,2,24,100,4.5764E+01,432.64667
8464,Hit,2,43,105,4.1557E+01,383.2438221
8465,Hit,2,42,103,3.1265E+01,219.7354737
8466,Hit,2,44,78,2.0302E+01,443.1765343
8467,Hit,2,40,121,3.9558E+01,364.5037931
8468,Hit,2,44,135,3.1905E+01,479.3792523
8469,Hit,2,45,119,4.1985E+01,274.4885342
8470,Hit,2,58,103,2.1577E+01,474.8889127
8471,Hit,2,59,98,6.0694E+01,248.5455728
8472,Hit,2,57,96,2.2877E+01,196.2748742
8473,Hit,2,30,110,3.8543E+01,274.3191329
8474,Hit,2,54,122,3.1847E+01,420.5137527
8475,Hit,2,52,99,3.1180E+01,198.3575154
8476,Hit,2,51,98,4.0253E+01,400.3148643
8477,Hit,2,57,87,2.7506E+01,89.90985551
8478,Hit,2,52,93,3.1783E+01,299.0326606
8479,Hit,2,60,99,2.5084E+01,61.23890318
8480,Hit,2,57,72,3.3720E+01,215.9725357
8481,Hit,2,35,100,4.9912E+01,177.5701258
8482,Hit,2,27,68,4.3146E+01,170.1288967
8483,Hit,2,18,123,4.2113E+01,262.8156575
8484,Hit,2,62,63,4.3747E+01,526.8854771
8485,Hit,2,56,111,5.8835E+01,238.8176428
8486,Hit,2,40,91,3.1832E+01,217.2791063
8487,Hit,2,20,110,2.6835E+01,368.1858196
8488,Hit,2,55,77,3.1858E+01,455.1595484
8489,Hit,2,25,116,3.0103E+01,262.3239856
8490,Hit,2,18,119,4.1229E+01,-78.82296694
8491,Hit,2,51,84,4.4385E+01,258.859735
8492,Hit,2,52,109,1.3299E+01,117.8891139
8493,Hit,2,14,120,4.9573E+01,91.51755123
8494,Hit,2,36,95,3.7299E+01,442.1905964
8495,Hit,2,55,101,3.3786E+01,122.6796153
8496,Hit,2,46,102,4.0105E+01,234.8388657
8497,Hit,2,79,93,1.7528E+01,114.9599771
8498,Hit,2,58,96,3.0071E+01,224.2478472
8499,Hit,2,35,120,3.4043E+01,285.2604799
8500,Hit,2,46,109,4.0660E+01,244.2277548
8501,Hit,2,36,104,3.0931E+01,434.5860531
8502,Hit,2,38,123,3.1533E+01,110.6946361
8503,Hit,2,43,128,3.0633E+01,206.2910152
8504,Hit,2,54,87,5.3384E+01,392.2272267
8505,Hit,2,54,110,4.2354E+01,526.2708401
8506,Hit,2,48,117,4.0930E+01,238.3066992
8507,Hit,2,47,102,2.1872E+01,293.1103774
8508,Hit,2,19,93,2.5442E+01,505.565232
8509,Hit,2,43,95,4.5573E+01,250.0419938
8510,Hit,2,68,127,3.4850E+01,116.3475003
8511,Hit,2,43,73,2.3802E+01,318.6314329
8512,Hit,2,61,100,2.2593E+01,218.1711719
8513,Hit,2,45,78,3.3220E+01,327.7584448
8514,Hit,2,57,119,4.3703E+01,488.0637544
8515,Hit,2,29,116,4.0506E+01,-31.98629345
8516,Hit,2,78,94,3.7066E+01,244.030111
8517,Hit,2,29,73,3.0934E+01,341.8708618
8518,Hit,2,40,105,3.0154E+01,280.2393491
8519,Hit,2,43,75,3.2889E+01,-4.94476832
8520,Hit,2,47,85,4.2545E+01,330.4897512
8521,Hit,2,49,87,2.3560E+01,177.2372209
8522,Hit,2,65,116,3.4260E+01,211.2104292
8523,Hit,2,40,116,3.7850E+01,354.7507606
8524,Hit,2,44,120,4.0717E+01,316.0685023
8525,Hit,2,33,98,3.9101E+01,145.3063628
8526,Hit,2,43,110,2.4288E+01,335.6207304
8527,Hit,2,42,101,3.7877E+01,142.149975
8528,Hit,2,49,95,2.3754E+01,149.803708
8529,Hit,2,29,80,4.2805E+01,128.1367986
8530,Hit,2,55,96,1.8984E+01,313.9986795
8531,Hit,2,63,100,2.7581E+01,417.2287738
8532,Hit,2,48,123,2.6703E+01,223.611786
8533,Hit,2,31,123,2.2259E+01,65.41414111
8534,Hit,2,45,117,2.5973E+01,368.9405051
8535,Hit,2,57,88,5.9035E+01,425.5275069
8536,Hit,2,39,86,3.1370E+01,-23.25818788
8537,Hit,2,40,108,5.3798E+01,157.3435098
8538,Hit,2,42,92,1.3382E+01,476.6841767
8539,Hit,2,43,111,2.7194E+01,59.39609176
8540,Hit,2,55,81,2.1175E+01,298.8630054
8541,Hit,2,20,121,2.9671E+01,102.0495089
8542,Hit,2,48,101,3.7605E+01,411.1162454
8543,Hit,2,36,137,4.2020E+01,221.320384
8544,Hit,2,60,110,2.7374E+01,464.8758309
8545,Hit,2,40,104,4.5218E+01,211.9316793
8546,Hit,2,56,91,3.6991E+01,394.2754943
8547,Hit,2,35,105,4.7968E+01,303.5768585
8548,Hit,2,21,78,3.4287E+01,243.9374579
8549,Hit,2,40,99,4.1870E+01,457.5145162
8550,Hit,2,41,121,3.9202E+01,626.5605385
8551,Hit,2,44,94,4.0159E+01,5.61542311
8552,Hit,2,29,104,3.5305E+01,199.2499248
8553,Hit,2,14,76,4.1249E+01,382.2756305
8554,Hit,2,35,88,4.5811E+01,282.5747911
8555,Hit,2,37,76,5.0707E+01,59.03451623
8556,Hit,2,27,112,2.5890E+01,227.6134374
8557,Hit,2,31,100,5.3116E+01,380.1027058
8558,Hit,2,75,114,2.3240E+01,270.3969836
8559,Hit,2,53,108,3.4572E+01,187.0126226
8560,Hit,2,22,101,5.2955E+01,114.0999777
8561,Hit,2,38,90,3.8640E+01,562.2554893
8562,Hit,2,29,107,2.9619E+01,211.107573
8563,Hit,2,26,132,3.9610E+01,230.9256556
8564,Hit,2,65,83,3.7551E+01,354.4593772
