County Name,County Code,Region Name,Indicator Number,Indicator,Total Event Counts,Denominator,Denominator Note,Measure Unit,Percentage/Rate,95% CI,Data Comments,Data Years,Data Sources,Quartile,Mapping Distribution,Location
Livingston,24,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),229,288,Average annual population,Rate,26.5,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(42.763754, -77.765392)"
Monroe,26,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),2954,4002,Average annual population,Rate,24.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(43.161748, -77.620143)"
Ontario,32,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),353,494,Average annual population,Rate,23.8,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.894571, -77.252045)"
Schuyler,44,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),123,181,Average annual population,Rate,22.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.38593, -76.872032)"
Seneca,45,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),75,105,Average annual population,Rate,23.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.833627, -76.82753)"
Steuben,46,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),449,653,Average annual population,Rate,22.9,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.270053, -77.324618)"
Wayne,54,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),343,488,Average annual population,Rate,23.4,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.144336, -77.117995)"
Yates,57,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),62,117,Average annual population,Rate,17.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.634338, -77.078311)"
Finger Lakes,102,Finger Lakes,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),5130,7068,Average annual population,Rate,24.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Dutchess,13,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),859,1120,Average annual population,Rate,25.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.686216, -73.840468)"
Orange,33,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),2102,2577,Average annual population,Rate,27.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.422459, -74.241929)"
Putnam,37,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),263,271,Average annual population,Rate,32.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.41131, -73.717443)"
Rockland,39,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),2293,2748,Average annual population,Rate,27.8,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.127287, -74.017033)"
Sullivan,48,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),456,574,Average annual population,Rate,26.5,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.705166, -74.711705)"
Ulster,51,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),559,692,Average annual population,Rate,26.9,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.848374, -74.099412)"
Westchester,55,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),4711,5081,Average annual population,Rate,30.9,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(41.039278, -73.805386)"
Hudson Valley,106,Hudson Valley,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),11243,13063,Average annual population,Rate,28.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Nassau,28,Nassau-Suffolk,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),3998,4207,Average annual population,Rate,31.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.715749, -73.601185)"
Suffolk,47,Nassau-Suffolk,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),6048,6609,Average annual population,Rate,30.5,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.820237, -73.119032)"
Nassau-Suffolk,108,Nassau-Suffolk,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),10046,10816,Average annual population,Rate,31,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Bronx,58,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),15576,17781,Average annual population,Rate,29.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.85589, -73.868294)"
Kings,59,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),22641,30197,Average annual population,Rate,25,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(40.65642, -73.950691)"
New York,60,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),9607,12140,Average annual population,Rate,26.4,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.726966, -74.005966)"
Queens,61,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),14538,17748,Average annual population,Rate,27.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.749338, -73.789673)"
Richmond,62,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1882,2203,Average annual population,Rate,28.5,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",25.4 + : Q4,3,"(40.566763, -74.148102)"
New York City,107,New York City,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),64244,80069,Average annual population,Rate,26.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Broome,3,New York-Penn,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),895,1340,Average annual population,Rate,22.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.122015, -75.933191)"
Chenango,8,New York-Penn,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),433,656,Average annual population,Rate,22,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.481798, -75.570013)"
Tioga,49,New York-Penn,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),225,330,Average annual population,Rate,22.8,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.120252, -76.29595)"
New York-Penn,104,New York-Penn,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1553,2325,Average annual population,Rate,22.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
New York State,999,New York State,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),111733,140209,Average annual population,Rate,26.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Albany,1,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),1129,1481,Average annual population,Rate,25.4,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.678066, -73.814233)"
Clinton,9,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),312,505,Average annual population,Rate,20.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(44.731944, -73.548883)"
Columbia,10,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),254,335,Average annual population,Rate,25.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.276913, -73.682168)"
Delaware,12,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),189,252,Average annual population,Rate,25,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.242972, -74.997944)"
Essex,15,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),137,211,Average annual population,Rate,21.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(44.166026, -73.685145)"
Franklin,16,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),258,350,Average annual population,Rate,24.5,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(44.705699, -74.340621)"
Fulton,17,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),201,301,Average annual population,Rate,22.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.06014, -74.331296)"
Greene,19,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),192,255,Average annual population,Rate,25.1,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.298326, -73.973376)"
Hamilton,20,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),14,23,Average annual population,Rate,20.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.618468, -74.395268)"
Montgomery,27,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),274,365,Average annual population,Rate,25,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.933637, -74.341972)"
Otsego,36,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),211,290,Average annual population,Rate,24.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.564852, -75.060334)"
Rensselaer,38,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),664,937,Average annual population,Rate,23.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.70098, -73.628669)"
Saratoga,41,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),298,402,Average annual population,Rate,24.7,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(43.00894, -73.786779)"
Schenectady,42,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),459,611,Average annual population,Rate,25,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.809233, -73.946838)"
Schoharie,43,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),733,1009,Average annual population,Rate,24.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.643426, -74.434606)"
Warren,52,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),234,352,Average annual population,Rate,22.2,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.403024, -73.716044)"
Washington,53,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),303,439,Average annual population,Rate,23,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.289513, -73.454761)"
Northeastern New York,105,Northeastern New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),5862,8119,Average annual population,Rate,24.1,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",,,
Allegany,2,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),213,286,Average annual population,Rate,24.9,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.226801, -78.020567)"
Cattaraugus,4,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),417,561,Average annual population,Rate,24.8,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.224267, -78.606673)"
Chautauqua,6,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),739,1059,Average annual population,Rate,23.3,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(42.246904, -79.315313)"
Erie,14,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),3790,5126,Average annual population,Rate,24.6,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(42.888143, -78.795544)"
Genesee,18,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),423,567,Average annual population,Rate,24.9,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",24.6 - < 25.4 : Q3,2,"(43.000121, -78.172679)"
Niagara,29,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),898,1224,Average annual population,Rate,24.4,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.134634, -78.856419)"
Orleans,34,Western New York,g56,Percentage of pregnant women in WIC who were pre-pregnancy overweight but not obese (BMI 25 to less than 30),161,223,Average annual population,Rate,24.1,,,2010-2012,"2010-2012 NYS Pregnancy Nutrition Surveillance System - WIC Program Data as of July, 2013",0 - < 24.6 : Q1 & Q2,1,"(43.248394, -78.218438)"
